strategy,severity,climate,year,month,annual_energy_MWh,annual_cost_usd,annual_co2_tonne,mean_COP,mean_delta,mean_comfort_dev,occupied_discomfort_days
S0,0.15,hot_arid,1,11,1152.8088944573856,109516.84497345163,484.1797356721019,4.170021830676699,0.13921843177051435,0.705411593982208,12
S0,0.15,hot_arid,1,12,1178.5919540140706,111966.2356313367,495.0086206859096,4.067365609577246,0.17252321013500416,0.667047535233445,13
S0,0.25,hot_arid,1,1,1069.8088148965026,101631.83741516774,449.31970225653106,3.822055419734176,0.2798654792056457,1.0659814074450502,20
S0,0.25,hot_arid,1,2,1088.5964623143357,103416.6639198619,457.21051417202096,3.8740400504285177,0.3008568343871497,0.9462384835286477,16
S0,0.25,hot_arid,1,3,1103.504894754434,104832.96500167123,463.47205579686226,3.95446556814435,0.24474004853400802,0.8055477902631261,12
S0,0.25,hot_arid,1,4,1113.7432544432045,105805.60917210442,467.7721668661459,3.9203019431856942,0.2912490160752631,0.9484833076390197,14
S0,0.25,hot_arid,1,5,1169.6715664450667,111118.79881228134,491.26205790692796,3.9106786040056476,0.27141189901906193,0.8099427594694133,15
S0,0.25,hot_arid,1,6,1121.561716320245,106548.36305042329,471.0559208545029,3.9183970008965194,0.2797273430766597,0.8478726884912454,15
S0,0.25,hot_arid,1,7,1169.7993101946033,111130.93446848732,491.3157102817334,3.9126795528273433,0.2717573927551882,0.8847613292330595,16
S0,0.25,hot_arid,1,8,1213.7039488450528,115301.87514028001,509.7556585149221,3.857421623537303,0.2572847287296045,0.9510191453862311,18
S0,0.25,hot_arid,1,9,1197.096620571129,113724.17895425727,502.7805806398742,3.8802481316411654,0.2533797749465902,0.9987712412244547,19
S0,0.25,hot_arid,1,10,1218.712023839562,115777.6422647584,511.8590500126161,3.8861197089054045,0.2741917139040475,1.0952885236396013,18
S0,0.25,hot_arid,1,11,1181.5608019692233,112248.27618707622,496.2555368270738,3.9369345868296537,0.2546572835556172,0.9022149736469827,16
S0,0.25,hot_arid,1,12,1225.0963017658748,116384.14866775811,514.5404467416674,3.8783186347290077,0.28040774873554036,1.071016673896558,24
S0,0.35,hot_arid,1,1,1112.0727653805122,105646.91271114866,467.0705614598151,3.809000109524037,0.3773850102164751,1.0436216185447662,18
S0,0.35,hot_arid,1,2,1157.8891437271188,109999.46865407629,486.3134403653899,3.7410793059440604,0.3787100074113814,1.1258517003279367,17
S0,0.35,hot_arid,1,3,1172.1569256600644,111354.90793770611,492.30590877722705,3.7402805577735068,0.3613022757189947,1.1174715958246066,20
S0,0.35,hot_arid,1,4,1145.8910635872633,108859.65104079,481.27424670665056,3.7917526991567745,0.37377976069593255,1.1351015777283209,18
S0,0.35,hot_arid,1,5,1193.8336735294,113414.19898529298,501.41014288234794,3.8419866111559986,0.37336681040522424,1.2087043581834258,19
S0,0.35,hot_arid,1,6,1196.5275839287513,113670.12047323136,502.5415852500755,3.836426497473902,0.35393262440127315,1.1281815999952685,28
S0,0.35,hot_arid,1,7,1233.545751221882,117186.8463660788,518.0892155131904,3.818349869138853,0.3765633576603975,1.204134184868172,21
S0,0.35,hot_arid,1,8,1199.0208757256682,113906.98319393849,503.5887678047807,3.758408830470406,0.379384538307399,1.1139466804141176,20
S0,0.35,hot_arid,1,9,1193.4607191552493,113378.76831974869,501.2535020452047,3.676372340090405,0.4027198785001026,1.2297965965301458,21
S0,0.35,hot_arid,1,10,1246.0273892382809,118372.60197763669,523.3315034800779,3.7414671296870403,0.38433425895451045,1.0555820838837744,20
S0,0.35,hot_arid,1,11,1250.3701549597313,118785.16472117447,525.1554650830872,3.774671032043042,0.35704450052424297,1.0963258481359424,24
S0,0.35,hot_arid,1,12,1214.9251251741634,115417.88689154552,510.2685525731486,3.7516510128933334,0.37750878533477017,1.1444321587841404,22
S0,0.44999999999999996,hot_arid,1,1,1163.6987083112015,110551.37728956415,488.7534574907046,3.741564351892646,0.45611218892350947,1.3114009223807537,21
S0,0.44999999999999996,hot_arid,1,2,1169.5790094351782,111110.00589634193,491.22318396277484,3.7789919824054303,0.46298248146238574,1.2311021280263974,22
S0,0.44999999999999996,hot_arid,1,3,1210.5629797640588,115003.48307758558,508.4364515009047,3.757627848274086,0.4490867406849743,1.4281286289939645,22
S0,0.44999999999999996,hot_arid,1,4,1236.1821040706084,117437.2998867078,519.1964837096555,3.715380833609605,0.4607364889070062,1.2227121227831086,23
S0,0.44999999999999996,hot_arid,1,5,1212.232204127513,115162.05939211372,509.1375257335554,3.649274970714324,0.4540960429263287,1.008071490061866,17
S0,0.44999999999999996,hot_arid,1,6,1264.5092485519122,120128.37861243165,531.093884391803,3.6837861981675712,0.44928325227052723,1.1442985438500983,20
S0,0.44999999999999996,hot_arid,1,7,1216.7434679416306,115590.6294544549,511.0322565354848,3.6619306437813886,0.4896190993359917,1.4243674789771816,23
S0,0.44999999999999996,hot_arid,1,8,1263.4477442771954,120027.53570633357,530.6480525964221,3.681065396924157,0.47493155211394905,1.2568594436324048,21
S0,0.44999999999999996,hot_arid,1,9,1284.828426138109,122058.70048312037,539.6279389780058,3.621436188862012,0.4697027601787687,1.422346313613412,29
S0,0.44999999999999996,hot_arid,1,10,1263.4672194871187,120029.38585127627,530.6562321845898,3.7314590420788734,0.43871868300716244,1.2867590059316585,21
S0,0.44999999999999996,hot_arid,1,11,1277.9238064562783,121402.76161334643,536.7279987116368,3.7311141219819466,0.46487816624464084,1.2396315186848168,23
S0,0.44999999999999996,hot_arid,1,12,1321.6846664356892,125560.04331139047,555.1075599029895,3.7372761142637487,0.4576063560710902,1.298275402598091,24
S0,0.5499999999999999,hot_arid,1,1,1194.3328054262668,113461.61651549535,501.619778279032,3.6193969309518876,0.5555650748361689,1.509800623114965,27
S0,0.5499999999999999,hot_arid,1,2,1258.240784909556,119532.87456640782,528.4611296620135,3.600618967233907,0.5697599107496317,1.4282421282424707,25
S0,0.5499999999999999,hot_arid,1,3,1263.6580297193482,120047.51282333808,530.7363724821262,3.6194672216532813,0.5647347819515917,1.5325559154319075,30
S0,0.5499999999999999,hot_arid,1,4,1266.7411484846605,120340.40910604275,532.0312823635574,3.5910617542374816,0.5683150576244913,1.448145763196608,25
S0,0.5499999999999999,hot_arid,1,5,1277.050000215377,121319.75002046081,536.3610000904583,3.678218930361893,0.5694549394748907,1.4095612363961254,23
S0,0.5499999999999999,hot_arid,1,6,1294.8633835769388,123012.02143980918,543.8426211023143,3.6264401029636057,0.549787170808184,1.502949922971766,28
S0,0.5499999999999999,hot_arid,1,7,1263.0514860439187,119989.89117417227,530.4816241384458,3.541543986176369,0.5678162984072962,1.4781337017886311,28
S0,0.5499999999999999,hot_arid,1,8,1275.9961085767236,121219.63031478874,535.9183656022238,3.5982730195085666,0.5657941392774679,1.4427185833672027,24
S0,0.5499999999999999,hot_arid,1,9,1310.4721917952293,124494.85822054678,550.3983205539963,3.5634194777582895,0.5556666940665035,1.4697973750084041,25
S0,0.5499999999999999,hot_arid,1,10,1286.81980606792,122247.88157645239,540.4643185485263,3.5354489649709775,0.5714807490603645,1.3660682463585316,24
S0,0.5499999999999999,hot_arid,1,11,1372.402623087006,130378.24919326558,576.4091016965425,3.5620730986694618,0.57266361348397,1.5494072741273075,27
S0,0.5499999999999999,hot_arid,1,12,1338.781236602972,127184.21747728235,562.2881193732483,3.6078776625334283,0.5529620595304329,1.422239016041168,23
S0,0.65,hot_arid,1,1,1297.1503558647837,123229.28380715445,544.8031494632091,3.476716368619968,0.6757901977136176,1.6577215440079631,31
S0,0.65,hot_arid,1,2,1270.6346230723798,120710.28919187607,533.6665416903995,3.476703942713558,0.6619816929217125,1.642574439321626,28
S0,0.65,hot_arid,1,3,1292.1643713789676,122755.61528100193,542.7090359791664,3.512759123428988,0.6683676526138842,1.769153263328595,36
S0,0.65,hot_arid,1,4,1308.5337262718224,124310.70399582313,549.5841650341654,3.5873513814485363,0.6564897865566793,1.646348976261091,28
S0,0.65,hot_arid,1,5,1283.2849362581605,121912.06894452525,538.9796732284274,3.4527676593119447,0.6554041723672884,1.4598158523163345,24
S0,0.65,hot_arid,1,6,1325.0513802492292,125879.88112367677,556.5215797046762,3.510239694432445,0.6702559067971432,1.8065542993721286,31
S0,0.65,hot_arid,1,7,1334.197966858168,126748.80685152597,560.3631460804305,3.5715967803699655,0.6545237799297746,1.5225241473119429,29
S0,0.65,hot_arid,1,8,1293.7758301644685,122908.70386562451,543.3858486690767,3.467214405997097,0.6609623652184294,1.748042047326406,33
S0,0.65,hot_arid,1,9,1326.5307301757512,126020.41936669635,557.1429066738154,3.493857086058344,0.6440835851180845,1.6097699491900066,28
S0,0.65,hot_arid,1,10,1340.7934438392244,127375.37716472632,563.1332464124743,3.460937757701861,0.6773427489852125,1.657826589371679,30
S0,0.65,hot_arid,1,11,1351.9271214360133,128433.07653642126,567.8093910031256,3.5173421956064588,0.6786742231713334,1.5488844680495504,28
S0,0.65,hot_arid,1,12,1421.623334207757,135054.2167497369,597.0818003672579,3.5365148870563745,0.6567727019516517,1.6414448342564019,29
S0,0.75,hot_arid,1,1,1354.4262329878366,128670.49213384447,568.8590178548914,3.369776206787165,0.7989112188732298,1.8681230620934879,34
S0,0.75,hot_arid,1,2,1294.0592922979513,122935.63276830537,543.5049027651395,3.3855388036431955,0.7885294733629853,1.9242371688532485,31
S0,0.75,hot_arid,1,3,1263.124666926203,119996.84335798929,530.5123601090053,3.4106008782487836,0.7502511223100133,1.7788994734024595,35
S0,0.75,hot_arid,1,4,1374.7421857559268,130600.50764681304,577.3917180174892,3.268808314155316,0.7691114217062966,1.7239924424141426,30
S0,0.75,hot_arid,1,5,1347.1622436259654,127980.41314446671,565.8081423229055,3.344406918116862,0.7737609817340896,1.677374399118171,27
S0,0.75,hot_arid,1,6,1370.9438932100504,130239.66985495479,575.7964351482211,3.31845705707747,0.7780450882324506,1.7752907759122225,29
S0,0.75,hot_arid,1,7,1393.0436796997099,132339.14957147243,585.0783454738781,3.3814365308808996,0.7670598135409025,1.7518495806667809,30
S0,0.75,hot_arid,1,8,1373.8891421578833,130519.4685049989,577.0334397063109,3.3405999364649697,0.7561069075160649,1.728173047735367,28
S0,0.75,hot_arid,1,9,1406.8193571366664,133647.8389279833,590.8641299973999,3.3334810308435907,0.7974708769937459,1.8294695379493358,32
S0,0.75,hot_arid,1,10,1419.5220590240262,134854.5956072825,596.199264790091,3.332320941011772,0.7646854560070017,1.8870344376163875,32
S0,0.75,hot_arid,1,11,1358.279145189555,129036.51879300772,570.477240979613,3.4280820663752283,0.7638742245427254,1.7037583192010213,33
S0,0.75,hot_arid,1,12,1442.404997027189,137028.47471758295,605.8100987514193,3.513253135075442,0.7642644594066543,1.8505760392954607,35
S0,0.05,hot_arid,2,1,1011.4256081586607,96085.43277507277,424.79875542663746,4.117683822052793,0.08408123612778849,0.47283051940941356,6
S0,0.05,hot_arid,2,2,1022.9954795234715,97184.5705547298,429.658101399858,4.213224267961991,0.06466619435603488,0.4798753095517112,10
S0,0.05,hot_arid,2,3,1097.068375831956,104221.49570403583,460.76871784942153,4.062467338515311,0.08588041038025074,0.6107742032962609,14
S0,0.05,hot_arid,2,4,1049.583979417052,99710.47804461994,440.8252713551618,4.052727071609965,0.09408365065526987,0.6041234769327971,8
S0,0.05,hot_arid,2,5,1137.6903345612025,108080.58178331424,477.829940515705,4.1182665323002565,0.09989266321297462,0.517921387877823,8
S0,0.05,hot_arid,2,6,1078.2412619763106,102432.91988774951,452.86133003005045,4.115863650229359,0.07869311924352955,0.5225283530639678,7
S0,0.05,hot_arid,2,7,1108.5679252661846,105313.95290028754,465.5985286117975,4.055559279272553,0.09005685238669757,0.5929864905467429,9
S0,0.05,hot_arid,2,8,1137.4018944133118,108053.17996926462,477.7087956535909,4.097902660045336,0.09733086838738633,0.5469911435134113,11
S0,0.05,hot_arid,2,9,1135.1867515384338,107842.7413961512,476.77843564614216,4.161475120568161,0.06095892078317942,0.5067161566940552,7
S0,0.05,hot_arid,2,10,1092.0606818187343,103745.76477277976,458.6654863638684,4.148166679747038,0.058926768490032214,0.5599149790149686,8
S0,0.05,hot_arid,2,11,1118.6051309335735,106267.48743868948,469.81415499210084,4.03431241444205,0.09557888688166061,0.6167556124952037,9
S0,0.05,hot_arid,2,12,1146.9082774971948,108956.28636223351,481.7014765488218,4.154932562384001,0.0867109800697462,0.5753153205871572,9
S0,0.15,hot_arid,2,1,1055.14218893957,100238.50794925915,443.15971935461937,4.053689511183821,0.19853538168097712,0.8497480212589814,10
S0,0.15,hot_arid,2,2,1099.5263630700495,104455.0044916547,461.80107248942073,4.027106065383829,0.17404657116794284,0.7470401972188577,12
S0,0.15,hot_arid,2,3,1098.7735847762774,104383.49055374635,461.4849056060365,4.006692310671758,0.1872988468120935,0.8805604891945529,16
S0,0.15,hot_arid,2,4,1099.335019511616,104436.82685360353,461.72070819487874,4.021918577059936,0.179821845508163,0.7390746668891237,12
S0,0.15,hot_arid,2,5,1179.8306015645835,112083.90714863544,495.52885265712507,3.974317538252817,0.1903466228534462,0.8623138974107386,17
S0,0.15,hot_arid,2,6,1084.5960117705179,103036.6211181992,455.5303249436175,3.9085936476035634,0.17987886940467673,0.6931350600550258,11
S0,0.15,hot_arid,2,7,1192.1469685957763,113253.96201659876,500.70172681022603,3.9841410703029294,0.18627627568784327,0.811451486139251,16
S0,0.15,hot_arid,2,8,1154.0802115059644,109637.62009306661,484.713688832505,3.957954420309638,0.15283297036488172,0.7867685621677445,16
S0,0.15,hot_arid,2,9,1165.8703295196947,110757.681304371,489.66553839827174,4.1033494521665625,0.1910774461124162,0.844561952290852,15
S0,0.15,hot_arid,2,10,1176.1997672051862,111738.97788449269,494.0039022261782,4.032821151153257,0.18972330879450505,0.7235144062729257,11
S0,0.15,hot_arid,2,11,1186.6294311253544,112729.79595690867,498.3843610726488,4.0109022623502275,0.1870734935582909,0.8250506744646351,16
S0,0.15,hot_arid,2,12,1200.1600233048807,114015.20221396367,504.06720978804987,3.981600607577298,0.17834975401717879,0.6927284599683372,13
S0,0.25,hot_arid,2,1,1101.834895180425,104674.31504214038,462.7706559757785,3.9406915807655993,0.29735482924968026,1.0548071662578773,19
S0,0.25,hot_arid,2,2,1124.5990836415265,106836.91294594502,472.3316151294411,3.765496856647578,0.314151937188371,0.9159011106741545,19
S0,0.25,hot_arid,2,3,1146.852886862269,108951.02425191556,481.678212482153,3.8183285143052395,0.29581548484531084,1.0048653628271451,22
S0,0.25,hot_arid,2,4,1159.6689633115664,110168.5515145988,487.06096459085785,3.9073183120842447,0.2879383177296284,1.0263503018252265,18
S0,0.25,hot_arid,2,5,1174.9267198590946,111618.03838661399,493.4692223408197,3.965713830822597,0.2741428831683203,1.0940191494209794,22
S0,0.25,hot_arid,2,6,1152.1592207320189,109455.1259695418,483.9068727074479,3.8966213042755493,0.2783317648535322,0.9409342231283863,19
S0,0.25,hot_arid,2,7,1219.696230819312,115871.14192783463,512.272416944111,3.8919816128929234,0.2606130305542777,0.9064628231113808,14
S0,0.25,hot_arid,2,8,1214.2736675662936,115355.9984187979,509.9949403778433,3.8482070900987324,0.26117714992201346,0.9259843072346966,14
S0,0.25,hot_arid,2,9,1255.730094526707,119294.35898003717,527.4066397012169,3.815783299882382,0.28096322951064806,0.9349665050100783,16
S0,0.25,hot_arid,2,10,1158.9796754370504,110103.0691665198,486.7714636835612,3.8783532123904028,0.2819091464537849,0.9530928742953879,18
S0,0.25,hot_arid,2,11,1279.9325491368495,121593.5921680007,537.5716706374768,3.7995659289963184,0.31373434142418016,0.993210719319138,23
S0,0.25,hot_arid,2,12,1252.8413084321148,119019.92430105091,526.1933495414883,3.894327133877154,0.2868882765102173,0.964468890749591,17
S0,0.35,hot_arid,2,1,1144.8344558256447,108759.27330343625,480.83047144677073,3.757694184556836,0.3773950698967964,1.1266908641969535,18
S0,0.35,hot_arid,2,2,1168.4160799989374,110999.52759989905,490.7347535995537,3.6410954108234335,0.3875964534153784,1.2679930552342964,25
S0,0.35,hot_arid,2,3,1142.1355809025313,108502.88018574048,479.6969439790631,3.7362675510239995,0.4046912778874644,1.151029292671008,17
S0,0.35,hot_arid,2,4,1165.4553587315318,110718.25907949552,489.4912506672433,3.835017895002623,0.37433274968613683,1.2639805849089363,25
S0,0.35,hot_arid,2,5,1186.4402397230417,112711.82277368897,498.3049006836775,3.7879611390046826,0.3968250809606485,1.1223235244267855,17
S0,0.35,hot_arid,2,6,1220.6037551561326,115957.3567398326,512.6535771655757,3.7991835243123306,0.3966949764525858,1.1340652930106867,21
S0,0.35,hot_arid,2,7,1260.8291582394459,119778.77003274736,529.5482464605673,3.812152722083228,0.38058550751271375,1.0485688473148929,20
S0,0.35,hot_arid,2,8,1252.3231829883748,118970.70238389561,525.9757368551174,3.8267088672090264,0.3813568034102901,1.0363531600276978,18
S0,0.35,hot_arid,2,9,1281.0520756166522,121699.94718358196,538.0418717589939,3.7136018650203866,0.37815915469221434,1.0743389832025652,16
S0,0.35,hot_arid,2,10,1241.9271288810703,117983.07724370169,521.6093941300495,3.6613043654086113,0.39509014927018454,1.3015458032450813,26
S0,0.35,hot_arid,2,11,1281.0315822466166,121698.00031342858,538.033264543579,3.7918750175087603,0.38916526200803925,1.1069039446697546,19
S0,0.35,hot_arid,2,12,1303.926493073255,123873.01684195922,547.649127090767,3.739014908336035,0.40254952823024776,1.186613291731396,21
S0,0.44999999999999996,hot_arid,2,1,1163.3049413276044,110513.96942612242,488.5880753575938,3.697484475514417,0.4906170265333808,1.2252558139916283,22
S0,0.44999999999999996,hot_arid,2,2,1215.4217533076128,115465.06656422322,510.47713638919737,3.6414477410343515,0.48324024995470977,1.3476389863474114,22
S0,0.44999999999999996,hot_arid,2,3,1204.8945056667396,114464.97803834027,506.0556923800306,3.5770393730789967,0.48893767882646516,1.362748042344795,26
S0,0.44999999999999996,hot_arid,2,4,1249.4981074970492,118702.32021221967,524.7892051487606,3.740875863763314,0.4930889622361956,1.4161754107407931,27
S0,0.44999999999999996,hot_arid,2,5,1208.533068174218,114810.6414765507,507.5838886331715,3.697078977327514,0.45838688653002524,1.2251109095383912,23
S0,0.44999999999999996,hot_arid,2,6,1264.21698308906,120100.6133934607,530.9711328974051,3.646798882767435,0.47511384280269797,1.2447742824565906,19
S0,0.44999999999999996,hot_arid,2,7,1236.511515409093,117468.59396386382,519.334836471819,3.733315438391222,0.4721515013083364,1.221802842116819,20
S0,0.44999999999999996,hot_arid,2,8,1317.036954530498,125118.5106803973,553.1555209028091,3.5790478069211225,0.5254857309725608,1.4106612056461993,26
S0,0.44999999999999996,hot_arid,2,9,1299.543727060836,123456.65407077943,545.8083653655511,3.6700950291466907,0.4773654326064333,1.5140645417530836,29
S0,0.44999999999999996,hot_arid,2,10,1306.8152762592829,124147.45124463187,548.8624160288988,3.645654058125189,0.4754523536231116,1.4474782873724419,29
S0,0.44999999999999996,hot_arid,2,11,1314.517167796013,124879.13094062122,552.0972104743254,3.702349815546321,0.4966162790318321,1.3945019213817396,26
S0,0.44999999999999996,hot_arid,2,12,1308.0491548690684,124264.6697125615,549.3806450450087,3.6875870364231904,0.4624466292016431,1.262602441718837,23
S0,0.5499999999999999,hot_arid,2,1,1213.855907338127,115316.31119712206,509.81948108201334,3.582997220748793,0.5886655150139988,1.540013755105675,28
S0,0.5499999999999999,hot_arid,2,2,1285.7769724347165,122148.81238129806,540.026328422581,3.5340588324554165,0.6022117108833193,1.5707154859282495,24
S0,0.5499999999999999,hot_arid,2,3,1278.018786959613,121411.78476116323,536.7678905230374,3.484473870593297,0.5924442732869888,1.5381259988922098,25
S0,0.5499999999999999,hot_arid,2,4,1287.7659841295808,122337.76849231018,540.8617133344239,3.5394388967265304,0.6017972927999935,1.5877551828297982,28
S0,0.5499999999999999,hot_arid,2,5,1287.1300697722143,122277.35662836036,540.5946293043299,3.5168045527661445,0.6000742570896399,1.5378233249166304,26
S0,0.5499999999999999,hot_arid,2,6,1309.7255599129905,124423.9281917341,550.084735163456,3.6232891463159085,0.5813624181479704,1.4581524629332685,24
S0,0.5499999999999999,hot_arid,2,7,1305.949432184929,124065.19605756826,548.4987615176702,3.5683111209542413,0.5831969253375796,1.615512696355942,31
S0,0.5499999999999999,hot_arid,2,8,1327.4372262965985,126106.53649817687,557.5236350445714,3.5840259456188814,0.5637165944044454,1.5358603335778767,29
S0,0.5499999999999999,hot_arid,2,9,1374.0947687690073,130539.00303305569,577.119802882983,3.5457933314046737,0.5782406732484944,1.6747450617368298,29
S0,0.5499999999999999,hot_arid,2,10,1402.7656258491093,133262.73445566537,589.1615628566259,3.5104098152727654,0.6078007671567655,1.5022125787099163,26
S0,0.5499999999999999,hot_arid,2,11,1334.6836631183792,126794.94799624602,560.5671385097193,3.5391935551768596,0.5658332423344858,1.388168574861909,24
S0,0.5499999999999999,hot_arid,2,12,1418.358065135332,134744.01618785656,595.7103873568394,3.6007515768369767,0.5895132209880478,1.4312554745193828,25
S0,0.65,hot_arid,2,1,1304.678865933355,123944.49226366871,547.965123692009,3.4653366385184676,0.6852580443552135,1.5936467181144005,29
S0,0.65,hot_arid,2,2,1310.4516590609467,124492.90761078993,550.3896968055976,3.4053875549312997,0.6933867689601223,1.8945201953210915,33
S0,0.65,hot_arid,2,3,1294.3072867045178,122959.19223692919,543.6090604158975,3.515132645241386,0.6766528921036286,1.6169842356020099,31
S0,0.65,hot_arid,2,4,1299.7154090217725,123472.96385706839,545.8804717891444,3.4272061616328178,0.6774388055937579,1.7071030945796766,31
S0,0.65,hot_arid,2,5,1299.5048121564323,123452.95715486107,545.7920211057016,3.5318456538107297,0.6890438453127695,1.8140793376693902,31
S0,0.65,hot_arid,2,6,1352.8241149405258,128518.29091934995,568.1861282750208,3.4847242893725854,0.6801844766009603,1.7010886010806905,34
S0,0.65,hot_arid,2,7,1339.0478013533261,127209.54112856598,562.4000765683969,3.411773127256556,0.6833457915875893,1.5696768866164985,28
S0,0.65,hot_arid,2,8,1370.4854320642578,130196.1160461045,575.6038814669882,3.4149686504483188,0.7129183679527669,1.7511560984460923,33
S0,0.65,hot_arid,2,9,1386.767954959996,131742.9557211996,582.4425410831983,3.455913658826539,0.7239039863881044,1.71387202009713,32
S0,0.65,hot_arid,2,10,1422.3524607852862,135123.48377460218,597.3880335298202,3.444462070659971,0.7137006098860406,1.7059177305319084,32
S0,0.65,hot_arid,2,11,1425.9708885192258,135467.23440932645,598.9077731780748,3.490326823532527,0.6983072327179605,1.792286994059461,35
S0,0.65,hot_arid,2,12,1420.0289202838935,134902.74742696987,596.4121465192353,3.4950217351801887,0.6957306483138447,1.7140522618795861,29
S0,0.75,hot_arid,2,1,1322.6091715377154,125647.87129608296,555.4958520458405,3.3932394835339625,0.7915300996330935,1.8770537651743537,34
S0,0.75,hot_arid,2,2,1308.416146728886,124299.53393924417,549.534781626132,3.366908006012477,0.7866965482223423,1.9257540720823938,38
S0,0.75,hot_arid,2,3,1357.6597553113945,128977.67675458248,570.2170972307857,3.4193510048648985,0.7813833264757051,1.8764406823531294,33
S0,0.75,hot_arid,2,4,1383.0752483552665,131392.14859375032,580.8916043092119,3.3084744640972628,0.7901853228865551,1.8872623110483078,34
S0,0.75,hot_arid,2,5,1359.22099753884,129125.9947661898,570.8728189663128,3.282679035380355,0.8021044762478966,1.904425631177964,36
S0,0.75,hot_arid,2,6,1366.5508763180726,129822.33325021689,573.9513680535905,3.4388087853906493,0.7631521964282434,1.8538509035759998,33
S0,0.75,hot_arid,2,7,1445.6511697178476,137336.86112319553,607.1734912814959,3.234620494359434,0.777672007099602,1.733968500745984,32
S0,0.75,hot_arid,2,8,1385.4262379583108,131615.49260603954,581.8790199424906,3.355873930390378,0.7784691866347109,1.9079130517264278,33
S0,0.75,hot_arid,2,9,1439.865515495377,136787.2239720608,604.7435165080583,3.3515662293891006,0.7667954340199367,1.8822478754725789,37
S0,0.75,hot_arid,2,10,1393.2403366990268,132357.83198640755,585.1609414135912,3.3507770978266067,0.7699487285051078,1.7805550657186944,32
S0,0.75,hot_arid,2,11,1457.4015977483625,138453.15178609444,612.1086710543123,3.4115686251582926,0.7823814591321551,1.7581634725026434,31
S0,0.75,hot_arid,2,12,1477.7270973984478,140384.07425285253,620.645380907348,3.345452982790406,0.802759437473822,1.931507244985182,35
S0,0.05,hot_arid,3,1,1105.9579666404763,105066.00683084525,464.50234598900005,4.110445262341612,0.11364084139801316,0.6702752080925413,11
S0,0.05,hot_arid,3,2,1072.8429309058502,101920.07843605576,450.59403098045703,4.059830168412867,0.12560175823174208,0.820158399450001,11
